age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
52.0,,divorced,primary,no,-191.0,yes,no,unknown,15,may,755,1.0,-1.0,0.0,unknown,yes
59.0,blue-collar,married,primary,no,320.0,yes,no,unknown,15,may,695,1.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,,unknown,no,146.0,yes,no,unknown,15,may,483,1.0,-1.0,0.0,unknown,yes
41.19940781232206,,married,primary,no,341.0,yes,yes,unknown,15,may,520,2.0,-1.0,0.0,unknown,yes
40.0,services,,,no,-9.0,yes,no,unknown,15,may,920,2.0,-1.0,0.0,unknown,yes
41.0,admin.,married,primary,no,-306.0,yes,no,unknown,15,may,500,1.0,-1.0,0.0,,yes
41.19940781232206,technician,married,tertiary,no,1547.4035487351637,yes,no,unknown,15,may,911,2.0,-1.0,0.0,unknown,yes
41.19940781232206,,,primary,no,1547.4035487351637,yes,no,unknown,15,may,920,2.0,-1.0,0.0,unknown,yes
41.19940781232206,management,married,,no,10576.0,no,no,unknown,15,may,1224,2.0,-1.0,0.0,unknown,yes
41.0,retired,divorced,primary,no,-233.0,yes,no,unknown,15,may,1156,2.0,50.90867718446602,0.0,unknown,yes
41.0,blue-collar,,primary,no,2453.0,yes,no,unknown,15,may,1052,1.0,50.90867718446602,0.0,unknown,yes
42.0,technician,single,secondary,no,1547.4035487351637,yes,no,unknown,15,may,1867,6.0,-1.0,0.0,,yes
36.0,services,single,,no,1547.4035487351637,yes,no,,16,may,515,1.0,-1.0,0.0,unknown,yes
39.0,technician,,tertiary,no,1547.4035487351637,yes,yes,unknown,16,may,813,1.0,-1.0,0.0,unknown,yes
31.0,self-employed,single,tertiary,no,144.0,yes,no,unknown,16,may,676,1.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,blue-collar,married,secondary,no,246.0,yes,no,unknown,16,may,1143,3.0,-1.0,0.0,unknown,yes
31.0,,married,secondary,no,92.0,yes,no,unknown,16,may,688,1.0,-1.0,0.0,,yes
29.0,admin.,single,,no,163.0,yes,yes,unknown,16,may,803,1.0,50.90867718446602,0.0,unknown,yes
37.0,,divorced,,no,49.0,yes,no,unknown,16,may,619,2.0,-1.0,0.0,unknown,yes
33.0,blue-collar,single,secondary,no,-416.0,yes,no,unknown,16,may,767,2.0,-1.0,0.0,unknown,yes
24.0,technician,,secondary,no,409.0,yes,no,unknown,16,may,912,2.506902761104442,-1.0,0.0,unknown,yes
50.0,,,secondary,no,363.0,yes,no,unknown,16,may,1340,1.0,-1.0,0.0,unknown,yes
27.0,,single,tertiary,no,1547.4035487351637,yes,no,unknown,16,may,897,1.0,-1.0,0.8330083837005264,unknown,yes
54.0,,single,,no,4393.0,yes,no,unknown,16,may,1297,2.506902761104442,-1.0,0.0,unknown,yes
30.0,technician,single,secondary,no,863.0,yes,no,unknown,16,may,1193,5.0,-1.0,0.0,unknown,yes
34.0,,married,primary,no,1547.4035487351637,yes,yes,unknown,16,may,1064,4.0,-1.0,0.0,,yes
37.0,management,,secondary,no,792.0,yes,no,unknown,16,may,1187,4.0,-1.0,0.0,unknown,yes
41.0,admin.,single,secondary,no,1547.4035487351637,yes,no,,19,may,882,1.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,married,secondary,no,863.0,yes,no,unknown,19,may,943,2.0,50.90867718446602,0.0,unknown,yes
31.0,,married,secondary,no,97.0,yes,no,unknown,19,may,607,2.506902761104442,-1.0,0.0,,yes
31.0,blue-collar,married,secondary,no,754.0,yes,no,unknown,19,may,1022,4.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,services,divorced,secondary,no,1040.0,yes,no,unknown,19,may,552,3.0,-1.0,0.0,unknown,yes
37.0,management,,tertiary,no,122.0,yes,no,unknown,19,may,1622,2.0,-1.0,0.0,unknown,yes
30.0,technician,,tertiary,no,1547.4035487351637,yes,yes,unknown,19,may,967,6.0,-1.0,0.0,unknown,yes
41.19940781232206,technician,,secondary,no,501.0,yes,no,unknown,19,may,579,5.0,50.90867718446602,0.8330083837005264,unknown,yes
41.19940781232206,blue-collar,married,secondary,no,4438.0,yes,no,unknown,20,may,446,1.0,-1.0,0.0,unknown,yes
35.0,blue-collar,divorced,secondary,no,0.0,yes,no,,20,may,1205,1.0,-1.0,0.0,unknown,yes
41.19940781232206,services,single,secondary,no,271.0,yes,no,unknown,20,may,1882,2.0,-1.0,0.0,unknown,yes
35.0,blue-collar,,,no,102.0,yes,no,unknown,20,may,1334,1.0,-1.0,0.0,unknown,yes
31.0,blue-collar,,secondary,no,2.0,yes,no,unknown,20,may,182,2.0,-1.0,0.0,unknown,yes
41.19940781232206,services,married,secondary,no,4170.0,yes,no,unknown,20,may,1777,1.0,-1.0,0.8330083837005264,unknown,yes
34.0,technician,single,secondary,no,85.0,yes,no,unknown,20,may,1182,2.506902761104442,-1.0,0.0,unknown,yes
31.0,admin.,single,secondary,no,431.0,yes,yes,unknown,20,may,1045,1.0,-1.0,0.0,unknown,yes
44.0,technician,divorced,secondary,no,982.0,yes,no,unknown,20,may,650,3.0,-1.0,0.8330083837005264,unknown,yes
36.0,,married,primary,no,408.0,yes,yes,,20,may,1063,2.0,-1.0,0.0,unknown,yes
35.0,blue-collar,,unknown,no,1547.4035487351637,yes,no,unknown,20,may,843,2.0,-1.0,0.0,unknown,yes
41.0,blue-collar,married,primary,no,1250.0,yes,no,unknown,20,may,1392,2.0,-1.0,0.0,,yes
31.0,blue-collar,single,primary,no,216.0,yes,no,unknown,21,may,565,1.0,-1.0,0.0,unknown,yes
34.0,blue-collar,married,secondary,no,1547.4035487351637,yes,no,unknown,21,may,905,1.0,-1.0,0.0,unknown,yes
32.0,technician,,secondary,no,791.0,yes,no,unknown,21,may,783,2.0,-1.0,0.0,unknown,yes
36.0,management,married,tertiary,no,1547.4035487351637,yes,yes,unknown,21,may,958,2.0,-1.0,0.0,unknown,yes
30.0,blue-collar,single,secondary,yes,239.0,yes,no,,21,may,412,1.0,-1.0,0.0,unknown,yes
37.0,technician,,secondary,no,1211.0,yes,no,unknown,21,may,795,1.0,-1.0,0.0,,yes
36.0,blue-collar,married,primary,no,599.0,yes,no,unknown,21,may,649,2.0,-1.0,0.0,unknown,yes
31.0,,single,tertiary,no,1547.4035487351637,yes,no,unknown,21,may,506,2.0,-1.0,0.0,unknown,yes
27.0,technician,married,secondary,no,1547.4035487351637,yes,yes,unknown,21,may,857,1.0,-1.0,0.0,,yes
34.0,,married,primary,no,4499.0,no,no,unknown,21,may,1681,1.0,-1.0,0.8330083837005264,unknown,yes
30.0,technician,single,tertiary,no,1547.4035487351637,yes,no,unknown,21,may,1697,2.0,-1.0,0.0,,yes
32.0,,single,tertiary,no,4665.0,yes,no,unknown,21,may,860,2.0,-1.0,0.0,unknown,yes
37.0,technician,single,secondary,no,1547.4035487351637,yes,no,,21,may,799,1.0,-1.0,0.0,unknown,yes
32.0,blue-collar,married,secondary,no,1547.4035487351637,yes,no,unknown,21,may,923,3.0,-1.0,0.8330083837005264,unknown,yes
33.0,,married,,no,0.0,yes,no,unknown,21,may,521,3.0,-1.0,0.0,unknown,yes
35.0,blue-collar,,primary,no,1547.4035487351637,yes,no,unknown,23,may,1349,8.0,-1.0,0.0,unknown,yes
35.0,self-employed,divorced,tertiary,no,1354.0,yes,no,unknown,23,may,736,2.0,-1.0,0.0,unknown,yes
30.0,blue-collar,,secondary,no,239.0,yes,no,unknown,23,may,785,2.506902761104442,-1.0,0.0,unknown,yes
45.0,,divorced,primary,no,-311.0,yes,no,unknown,23,may,1030,1.0,-1.0,0.8330083837005264,,yes
45.0,admin.,married,secondary,no,1547.4035487351637,yes,no,unknown,23,may,893,3.0,-1.0,0.0,unknown,yes
33.0,blue-collar,,secondary,no,1464.0,yes,no,unknown,23,may,588,3.0,-1.0,0.0,unknown,yes
44.0,management,,,no,5773.0,no,no,,23,may,597,6.0,-1.0,0.0,unknown,yes
41.19940781232206,,married,primary,no,278.0,yes,no,unknown,23,may,1015,3.0,-1.0,0.0,unknown,yes
31.0,blue-collar,married,secondary,no,1547.4035487351637,yes,no,unknown,23,may,1392,2.0,-1.0,0.0,unknown,yes
30.0,technician,,tertiary,no,541.0,yes,no,unknown,26,may,414,2.506902761104442,-1.0,0.0,unknown,yes
44.0,technician,,secondary,no,1262.0,yes,no,unknown,26,may,788,11.0,-1.0,0.0,unknown,yes
34.0,services,,secondary,no,-538.0,yes,no,unknown,26,may,682,1.0,-1.0,0.8330083837005264,unknown,yes
37.0,blue-collar,married,secondary,no,1547.4035487351637,no,no,unknown,26,may,679,2.506902761104442,-1.0,0.0,unknown,yes
28.0,self-employed,single,tertiary,no,0.0,yes,no,unknown,26,may,1560,2.0,-1.0,0.0,unknown,yes
41.19940781232206,,single,secondary,no,620.0,yes,no,unknown,26,may,1234,3.0,-1.0,0.0,unknown,yes
41.19940781232206,,divorced,secondary,no,316.0,yes,no,unknown,26,may,642,2.0,-1.0,0.0,unknown,yes
34.0,management,married,tertiary,no,2287.0,yes,no,,26,may,895,4.0,-1.0,0.0,,yes
38.0,admin.,,,no,198.0,yes,no,unknown,26,may,431,2.506902761104442,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,admin.,single,,no,460.0,yes,no,unknown,26,may,741,6.0,-1.0,0.0,unknown,yes
31.0,,divorced,tertiary,no,1145.0,yes,no,unknown,26,may,1272,4.0,-1.0,0.0,unknown,yes
59.0,services,married,secondary,no,1547.4035487351637,yes,no,unknown,26,may,748,3.0,-1.0,0.0,unknown,yes
24.0,blue-collar,,secondary,no,685.0,yes,no,unknown,26,may,896,3.0,-1.0,0.0,unknown,yes
26.0,services,single,secondary,no,901.0,yes,no,unknown,26,may,764,2.0,-1.0,0.0,,yes
59.0,,single,secondary,no,351.0,yes,no,unknown,27,may,1063,5.0,-1.0,0.0,unknown,yes
41.19940781232206,,single,primary,no,0.0,yes,yes,unknown,27,may,1051,1.0,-1.0,0.0,unknown,yes
37.0,admin.,,,no,274.0,yes,no,unknown,27,may,731,3.0,-1.0,0.8330083837005264,unknown,yes
30.0,admin.,single,secondary,no,1547.4035487351637,yes,yes,unknown,27,may,751,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,,married,secondary,no,97.0,yes,no,unknown,27,may,709,1.0,-1.0,0.0,unknown,yes
44.0,services,divorced,,no,51.0,yes,yes,unknown,27,may,3094,2.0,-1.0,0.0,unknown,yes
29.0,management,married,tertiary,no,314.0,no,no,unknown,28,may,938,2.0,-1.0,0.0,unknown,yes
41.19940781232206,management,single,tertiary,no,6840.0,yes,no,unknown,28,may,1560,2.506902761104442,-1.0,0.0,unknown,yes
26.0,,single,secondary,no,668.0,yes,no,unknown,28,may,576,3.0,50.90867718446602,0.0,,yes
27.0,services,single,,no,1547.4035487351637,yes,no,unknown,28,may,543,2.0,-1.0,0.0,unknown,yes
25.0,self-employed,,,no,1547.4035487351637,yes,no,unknown,28,may,615,2.0,50.90867718446602,0.0,unknown,yes
28.0,management,married,secondary,no,292.0,yes,no,unknown,28,may,507,1.0,-1.0,0.0,unknown,yes
23.0,services,single,,no,665.0,yes,no,unknown,28,may,1183,1.0,-1.0,0.0,,yes
34.0,,single,,no,1058.0,yes,no,unknown,28,may,864,2.0,-1.0,0.0,unknown,yes
28.0,,single,,no,949.0,yes,no,unknown,28,may,1730,1.0,-1.0,0.0,unknown,yes
51.0,entrepreneur,,unknown,no,606.0,yes,no,unknown,28,may,560,9.0,-1.0,0.0,unknown,yes
35.0,blue-collar,married,secondary,no,0.0,yes,yes,unknown,29,may,543,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,admin.,,secondary,no,404.0,yes,no,,29,may,539,2.506902761104442,-1.0,0.0,unknown,yes
56.0,,,secondary,no,1547.4035487351637,yes,no,unknown,29,may,791,2.0,-1.0,0.0,,yes
45.0,unemployed,,secondary,no,3354.0,yes,no,unknown,29,may,746,1.0,-1.0,0.0,unknown,yes
60.0,blue-collar,divorced,secondary,no,0.0,yes,no,,29,may,1207,1.0,-1.0,0.0,unknown,yes
56.0,technician,married,secondary,no,589.0,yes,no,unknown,29,may,535,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,management,single,tertiary,no,12956.0,yes,no,unknown,29,may,789,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,admin.,married,secondary,no,873.0,yes,no,unknown,29,may,792,2.506902761104442,-1.0,0.0,,yes
45.0,blue-collar,divorced,primary,no,1547.4035487351637,yes,no,unknown,29,may,833,2.0,-1.0,0.0,unknown,yes
29.0,blue-collar,,secondary,no,-20.0,yes,no,unknown,29,may,814,2.0,-1.0,0.0,,yes
38.0,management,,,no,4692.0,yes,no,unknown,29,may,1363,2.0,-1.0,0.0,,yes
41.19940781232206,blue-collar,married,secondary,no,1547.4035487351637,yes,no,unknown,29,may,1109,3.0,50.90867718446602,0.0,unknown,yes
44.0,blue-collar,single,primary,no,1547.4035487351637,yes,no,unknown,29,may,828,3.0,-1.0,0.0,unknown,yes
36.0,,,tertiary,no,7606.0,yes,no,unknown,30,may,917,1.0,-1.0,0.0,unknown,yes
38.0,technician,married,secondary,no,226.0,yes,no,unknown,30,may,762,3.0,-1.0,0.0,unknown,yes
36.0,blue-collar,single,secondary,no,366.0,yes,yes,unknown,30,may,1133,2.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,,divorced,secondary,no,16.0,yes,no,unknown,30,may,638,1.0,-1.0,0.0,unknown,yes
35.0,management,single,tertiary,no,1547.4035487351637,yes,no,unknown,30,may,763,1.0,-1.0,0.0,unknown,yes
38.0,,divorced,secondary,no,19.0,yes,no,unknown,30,may,604,2.506902761104442,50.90867718446602,0.0,unknown,yes
40.0,services,married,primary,no,1082.0,yes,no,unknown,30,may,854,2.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,unemployed,divorced,secondary,no,1713.0,yes,no,unknown,30,may,855,2.0,-1.0,0.8330083837005264,unknown,yes
46.0,management,divorced,tertiary,no,14481.0,yes,no,,30,may,1269,1.0,-1.0,0.0,unknown,yes
35.0,technician,divorced,secondary,no,5724.0,yes,no,unknown,30,may,691,10.0,-1.0,0.0,unknown,yes
34.0,technician,divorced,secondary,no,1547.4035487351637,yes,no,,30,may,1097,15.0,-1.0,0.0,unknown,yes
32.0,services,married,secondary,no,-34.0,yes,no,unknown,30,may,1236,2.0,-1.0,0.0,unknown,yes
50.0,unemployed,married,,no,1547.4035487351637,yes,no,unknown,30,may,886,3.0,-1.0,0.0,unknown,yes
35.0,blue-collar,,secondary,no,1547.4035487351637,yes,yes,unknown,30,may,1343,3.0,-1.0,0.0,unknown,yes
36.0,,single,secondary,no,4136.0,yes,no,unknown,30,may,812,2.506902761104442,-1.0,0.0,unknown,yes
53.0,blue-collar,divorced,,no,2656.0,yes,no,unknown,30,may,1980,2.0,-1.0,0.8330083837005264,unknown,yes
46.0,management,single,tertiary,no,2904.0,yes,no,unknown,30,may,984,2.0,-1.0,0.0,unknown,yes
26.0,management,single,tertiary,no,1004.0,yes,no,unknown,30,may,228,2.0,-1.0,0.0,unknown,yes
45.0,technician,,secondary,no,410.0,yes,no,unknown,30,may,891,4.0,-1.0,0.0,unknown,yes
41.19940781232206,unemployed,divorced,primary,no,0.0,yes,no,unknown,30,may,745,12.0,-1.0,0.0,unknown,yes
29.0,,,tertiary,no,1547.4035487351637,yes,no,unknown,30,may,539,12.0,-1.0,0.0,unknown,yes
53.0,entrepreneur,,secondary,no,62.0,yes,no,unknown,30,may,1044,5.0,-1.0,0.0,unknown,yes
27.0,blue-collar,married,primary,no,416.0,yes,no,unknown,30,may,1193,2.0,-1.0,0.0,unknown,yes
39.0,management,married,tertiary,no,2763.0,yes,no,unknown,2,jun,526,2.0,-1.0,0.0,,yes
41.19940781232206,services,,,no,1547.4035487351637,yes,no,unknown,2,jun,394,1.0,-1.0,0.0,unknown,yes
41.0,blue-collar,married,primary,no,1547.4035487351637,yes,yes,unknown,2,jun,659,2.0,-1.0,0.0,unknown,yes
36.0,,,primary,no,1547.4035487351637,yes,no,,2,jun,1036,1.0,-1.0,0.0,unknown,yes
32.0,technician,married,secondary,no,696.0,yes,no,unknown,2,jun,815,2.506902761104442,-1.0,0.0,unknown,yes
35.0,services,married,secondary,no,152.0,yes,no,unknown,2,jun,563,1.0,50.90867718446602,0.0,unknown,yes
36.0,management,,tertiary,no,-78.0,yes,no,unknown,2,jun,1068,1.0,-1.0,0.0,unknown,yes
35.0,management,married,tertiary,no,867.0,yes,no,unknown,2,jun,230,3.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,single,,no,953.0,yes,no,unknown,2,jun,747,2.0,-1.0,0.0,unknown,yes
42.0,blue-collar,married,secondary,no,1547.4035487351637,yes,no,unknown,2,jun,671,5.0,-1.0,0.0,unknown,yes
42.0,technician,single,secondary,yes,-1129.0,yes,no,unknown,2,jun,555,5.0,-1.0,0.0,unknown,yes
32.0,blue-collar,married,primary,no,415.0,yes,no,unknown,2,jun,777,4.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,,secondary,no,1547.4035487351637,yes,no,unknown,2,jun,707,14.0,50.90867718446602,0.0,unknown,yes
44.0,management,,tertiary,yes,-411.0,yes,no,unknown,2,jun,432,4.0,-1.0,0.0,unknown,yes
32.0,technician,single,secondary,no,1279.0,yes,no,unknown,3,jun,1173,3.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,unemployed,,,no,86.0,yes,yes,unknown,3,jun,963,2.0,-1.0,0.0,,yes
40.0,self-employed,married,secondary,yes,-754.0,yes,yes,unknown,3,jun,941,3.0,-1.0,0.0,unknown,yes
43.0,entrepreneur,married,secondary,no,0.0,no,no,unknown,3,jun,1025,2.506902761104442,-1.0,0.8330083837005264,unknown,yes
27.0,management,single,secondary,no,178.0,yes,no,unknown,3,jun,732,2.0,-1.0,0.0,,yes
41.19940781232206,,single,secondary,no,278.0,yes,no,unknown,3,jun,1045,3.0,-1.0,0.0,unknown,yes
23.0,services,single,secondary,no,425.0,yes,no,unknown,3,jun,768,1.0,-1.0,0.0,unknown,yes
25.0,management,married,primary,no,168.0,yes,no,unknown,3,jun,801,1.0,-1.0,0.0,unknown,yes
26.0,blue-collar,single,secondary,yes,1547.4035487351637,yes,no,unknown,3,jun,482,2.0,-1.0,0.0,unknown,yes
47.0,blue-collar,,primary,no,1547.4035487351637,yes,no,unknown,3,jun,2456,2.0,-1.0,0.0,unknown,yes
35.0,admin.,married,secondary,no,-87.0,yes,no,,3,jun,1363,7.0,-1.0,0.0,unknown,yes
32.0,technician,single,tertiary,no,6281.0,yes,no,unknown,3,jun,1336,4.0,-1.0,0.0,unknown,yes
45.0,management,divorced,secondary,no,1547.4035487351637,yes,no,unknown,4,jun,633,1.0,-1.0,0.0,unknown,yes
30.0,admin.,divorced,secondary,no,377.0,yes,no,,4,jun,524,15.0,-1.0,0.0,unknown,yes
29.0,services,,secondary,no,-271.0,yes,no,unknown,4,jun,578,1.0,50.90867718446602,0.0,unknown,yes
38.0,blue-collar,,primary,no,5839.0,yes,no,unknown,4,jun,984,2.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,single,secondary,no,492.0,yes,no,unknown,4,jun,638,1.0,-1.0,0.0,unknown,yes
27.0,management,single,tertiary,no,1547.4035487351637,yes,no,unknown,4,jun,767,2.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,management,single,tertiary,yes,-713.0,yes,no,,4,jun,525,2.0,-1.0,0.0,unknown,yes
29.0,services,,secondary,no,32.0,yes,no,,4,jun,563,1.0,-1.0,0.0,unknown,yes
41.19940781232206,self-employed,married,tertiary,no,543.0,yes,yes,unknown,4,jun,1449,6.0,-1.0,0.0,unknown,yes
41.19940781232206,,married,primary,no,403.0,yes,no,unknown,4,jun,920,1.0,-1.0,0.0,unknown,yes
35.0,admin.,,secondary,no,1547.4035487351637,yes,no,unknown,4,jun,908,1.0,-1.0,0.0,unknown,yes
36.0,,,secondary,no,1772.0,no,no,unknown,5,jun,208,1.0,50.90867718446602,0.0,unknown,yes
59.0,retired,divorced,,no,-88.0,yes,no,unknown,5,jun,910,2.0,-1.0,0.8330083837005264,,yes
47.0,entrepreneur,,,no,0.0,no,no,,5,jun,1446,1.0,-1.0,0.0,unknown,yes
58.0,,married,tertiary,no,853.0,no,no,unknown,5,jun,1149,2.506902761104442,-1.0,0.0,unknown,yes
37.0,management,single,tertiary,no,240.0,no,no,unknown,5,jun,1123,1.0,50.90867718446602,0.0,unknown,yes
